Concatenate,Year,Pasture Name,Pasture,Treatment,Herd,Week,Date,Rotation,Crude Protein (%),DOM(%),DOM/CP,Fecal Nitrogen (%),Fecal Phosphorus (%),Tag #'s,Notes,Ecological Site,Julian Day,Precip(mm),HerdTreat,WOY,DOY,Phase
2021_15E_TRM_Anderson GEM Individual_1,2021,NA,15E,TRM,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,14.04,68.06,4.8,2.41,0.64,109,NA,NA,NA,NA,NA,22,151,1-early
2021_15E_TRM_MARC Individual_1,2021,NA,15E,TRM,MARC Individual,1,2021-06-01T00:00:00Z,1,12.72,68.03,5.3,2.22,0.61,57,NA,NA,NA,NA,NA,22,151,1-early
2021_15E_TRM_MARC Individual_1,2021,NA,15E,TRM,MARC Individual,1,2021-06-01T00:00:00Z,1,13.38,67.09,5,2.44,0.66,64,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_Anderson GEM Individual_1,2021,NA,19N,TRM,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,11.19,67.52,6,2.18,0.67,90,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_Anderson GEM Individual_1,2021,NA,19N,TRM,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,13.98,69.24,5,2.74,0.86,83,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_MARC Individual_1,2021,NA,19N,TRM,MARC Individual,1,2021-06-01T00:00:00Z,1,13.02,67.71,5.2,2.51,0.72,61,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_MARC Individual_1,2021,NA,19N,TRM,MARC Individual,1,2021-06-01T00:00:00Z,1,12.49,68.75,5.5,2.22,0.67,52,NA,NA,NA,NA,NA,22,151,1-early
2021_7SE_CARM2_Anderson GEM Individual_1,2021,Headquarters,7SE,CARM2,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,11.74,67.23,5.7,2.02,0.46,103,NA,NA,NA,NA,NA,22,151,1-early
2021_8E_CARM1_Anderson GEM Individual_1,2021,Ridgeline,8E,CARM1,Anderson GEM Individual,1,2021-06-01T00:00:00Z,1,11.07,66.25,6,2.03,0.5,117,NA,NA,NA,NA,NA,22,151,1-early
2021_7SE_CARM2_Anderson GEM_1,2021,Headquarters,7SE,CARM2,Anderson GEM,1,2021-06-01T00:00:00Z,1,11.85,67.23,5.7,1.99,0.45,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_8E_CARM1_MARC Individual_1,2021,Ridgeline,8E,CARM1,MARC Individual,1,2021-06-01T00:00:00Z,1,10.31,66.38,6.4,2.11,0.53,41,NA,NA,NA,NA,NA,22,151,1-early
2021_8E_CARM1_MARC Individual_1,2021,Ridgeline,8E,CARM1,MARC Individual,1,2021-06-01T00:00:00Z,1,11.32,66.54,5.9,2.12,0.56,67,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_Anderson GEM_1,2021,NA,19N,TRM,Anderson GEM,1,2021-06-01T00:00:00Z,1,13.17,68.98,5.2,2.52,0.79,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_8E_CARM1_CARM1_1,2021,Ridgeline,8E,CARM1,CARM1,1,2021-06-01T00:00:00Z,1,10.88,66.51,6.1,2.02,0.53,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_15E_TRM_Anderson GEM_1,2021,NA,15E,TRM,Anderson GEM,1,2021-06-01T00:00:00Z,1,14.28,68.24,4.8,2.5,0.65,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_7SE_CARM2_CARM2_1,2021,Headquarters,7SE,CARM2,CARM2,1,2021-06-01T00:00:00Z,1,12.17,66.85,5.5,2.28,0.53,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_8E_CARM1_Anderson GEM_1,2021,Ridgeline,8E,CARM1,Anderson GEM,1,2021-06-01T00:00:00Z,1,11.15,67.16,6,2.06,0.49,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_15E_TRM_TRM_1,2021,NA,15E,TRM,TRM,1,2021-06-01T00:00:00Z,1,12.86,67.05,5.2,2.33,0.61,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_19N_TRM_TRM_1,2021,NA,19N,TRM,TRM,1,2021-06-01T00:00:00Z,1,13.68,69.75,5.1,2.61,0.77,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_5E_TRM_Paired TRM1_1,2021,NA,5E,TRM,Paired TRM1,1,2021-06-01T00:00:00Z,1,11.96,68.27,5.7,2.35,0.59,NA,NA,NA,NA,NA,NA,22,151,1-early
2021_7SE_CARM2_Anderson GEM Individual_1,2021,Headquarters,7SE,CARM2,Anderson GEM Individual,1,2021-06-02T00:00:00Z,1,11.43,65.56,5.7,2.2,0.56,101,NA,NA,NA,NA,NA,22,152,1-early
2021_7SE_CARM2_MARC Individual_1,2021,Headquarters,7SE,CARM2,MARC Individual,1,2021-06-02T00:00:00Z,1,11.66,65.87,5.6,2.01,0.48,77,NA,NA,NA,NA,NA,22,152,1-early
2021_7SE_CARM2_MARC Individual_1,2021,Headquarters,7SE,CARM2,MARC Individual,1,2021-06-02T00:00:00Z,1,13.14,66.56,5.1,2.54,0.59,53,NA,NA,NA,NA,NA,22,152,1-early
2021_8E_CARM1_Anderson GEM Individual_1,2021,Ridgeline,8E,CARM1,Anderson GEM Individual,1,2021-06-02T00:00:00Z,1,10.51,68.38,6.5,1.84,0.49,84,NA,NA,NA,NA,NA,22,152,1-early
2021_7NW_TRM_Paired TRM2_1,2021,NA,7NW,TRM,Paired TRM2,1,2021-06-02T00:00:00Z,1,11.77,67.54,5.7,2.13,0.52,NA,NA,NA,NA,NA,NA,22,152,1-early
2021_15E_TRM_TRM_2,2021,NA,15E,TRM,TRM,2,2021-06-08T00:00:00Z,1,11.03,65.77,6,2.39,0.61,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_5E_TRM_Paired TRM1_2,2021,NA,5E,TRM,Paired TRM1,2,2021-06-08T00:00:00Z,1,13.77,67.1,4.9,2.38,0.72,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_7NW_TRM_Paired TRM2_2,2021,NA,7NW,TRM,Paired TRM2,2,2021-06-08T00:00:00Z,1,11.07,67.98,6.1,2.22,0.64,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_8E_CARM1_CARM1_2,2021,Ridgeline,8E,CARM1,CARM1,2,2021-06-08T00:00:00Z,1,9.47,66.24,7,2.16,0.59,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_19N_TRM_TRM_2,2021,NA,19N,TRM,TRM,2,2021-06-08T00:00:00Z,1,10.67,66.07,6.2,2.13,0.7,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_7SE_CARM2_CARM2_2,2021,Headquarters,7SE,CARM2,CARM2,2,2021-06-08T00:00:00Z,1,10.91,65.39,6,2.07,0.52,NA,NA,NA,NA,NA,NA,23,158,1-early
2021_8E_CARM1_CARM1_3,2021,Ridgeline,8E,CARM1,CARM1,3,2021-06-15T00:00:00Z,1,9.76,64.64,6.6,2.15,0.52,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_TRM_3,2021,NA,19N,TRM,TRM,3,2021-06-15T00:00:00Z,1&2,12.58,66.58,5.3,2.47,0.67,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_Paired TRM2_3,2021,NA,15E,TRM,Paired TRM2,3,2021-06-15T00:00:00Z,1&2,12.94,66.09,5.1,2.39,0.6,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_5E_TRM_Paired TRM1_3,2021,NA,5E,TRM,Paired TRM1,3,2021-06-15T00:00:00Z,1,11.23,66.02,5.9,2.32,0.53,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_Anderson GEM_3,2021,NA,15E,TRM,Anderson GEM,3,2021-06-15T00:00:00Z,1&2,13.22,66.53,5,2.34,0.57,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_8E_CARM1_Anderson GEM_3,2021,Ridgeline,8E,CARM1,Anderson GEM,3,2021-06-15T00:00:00Z,1,10.47,67.01,6.4,2.03,0.5,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_Anderson GEM_3,2021,NA,19N,TRM,Anderson GEM,3,2021-06-15T00:00:00Z,1&2,13.57,68.65,5.1,2.71,0.76,NA,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_MARC Individual_3,2021,NA,15E,TRM,MARC Individual,3,2021-06-15T00:00:00Z,1&2,12.07,67.69,5.6,1.93,0.53,64,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_MARC Individual_3,2021,NA,15E,TRM,MARC Individual,3,2021-06-15T00:00:00Z,1&2,11.27,65.58,5.8,1.95,0.46,57,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_Anderson GEM Individual_3,2021,NA,15E,TRM,Anderson GEM Individual,3,2021-06-15T00:00:00Z,1&2,11.45,66.04,5.8,1.98,0.47,109,NA,NA,NA,NA,NA,24,165,1-early
2021_15E_TRM_Anderson GEM Individual_3,2021,NA,15E,TRM,Anderson GEM Individual,3,2021-06-15T00:00:00Z,1&2,11.03,66.01,6,2.18,0.56,110,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_MARC Individual_3,2021,NA,19N,TRM,MARC Individual,3,2021-06-15T00:00:00Z,1&2,13.09,66.76,5.1,2.67,0.73,61,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_MARC Individual_3,2021,NA,19N,TRM,MARC Individual,3,2021-06-15T00:00:00Z,1&2,13.18,68.54,5.2,2.43,0.68,52,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_Anderson GEM Individual_3,2021,NA,19N,TRM,Anderson GEM Individual,3,2021-06-15T00:00:00Z,1&2,13.2,68.13,5.2,2.81,0.81,83,NA,NA,NA,NA,NA,24,165,1-early
2021_19N_TRM_Anderson GEM Individual_3,2021,NA,19N,TRM,Anderson GEM Individual,3,2021-06-15T00:00:00Z,1&2,13.29,68.29,5.1,2.8,0.79,90,NA,NA,NA,NA,NA,24,165,1-early
2021_8E_CARM1_MARC Individual_3,2021,Ridgeline,8E,CARM1,MARC Individual,3,2021-06-15T00:00:00Z,1,10.82,65.01,6,1.83,0.43,60,NA,NA,NA,NA,NA,24,165,1-early
2021_NH_CARM2_CARM2_3,2021,NH,NH,CARM2,CARM2,3,2021-06-16T00:00:00Z,2,11.67,64.97,5.6,2.04,0.53,NA,NA,NA,NA,NA,NA,24,166,1-early
2021_NH_CARM2_Anderson GEM_3,2021,NH,NH,CARM2,Anderson GEM,3,2021-06-16T00:00:00Z,2,11.63,65.09,5.6,1.83,0.41,NA,NA,NA,NA,NA,NA,24,166,1-early
2021_NH_CARM2_MARC Individual_3,2021,NH,NH,CARM2,MARC Individual,3,2021-06-16T00:00:00Z,2,11.66,65.89,5.7,2.01,0.52,59,NA,NA,NA,NA,NA,24,166,1-early
2021_NH_CARM2_MARC Individual_3,2021,NH,NH,CARM2,MARC Individual,3,2021-06-16T00:00:00Z,2,11.45,65.43,5.7,1.95,0.43,77,NA,NA,NA,NA,NA,24,166,1-early
2021_NH_CARM2_Anderson GEM Individual_3,2021,NH,NH,CARM2,Anderson GEM Individual,3,2021-06-16T00:00:00Z,2,11.79,64.68,5.5,1.89,0.45,101,NA,NA,NA,NA,NA,24,166,1-early
2021_NH_CARM2_Anderson GEM Individual_3,2021,NH,NH,CARM2,Anderson GEM Individual,3,2021-06-16T00:00:00Z,2,12.46,64.6,5.2,1.52,0.35,103,NA,NA,NA,NA,NA,24,166,1-early
2021_24W_TRM_Paired TRM1_4,2021,NA,24W,TRM,Paired TRM1,4,2021-06-22T00:00:00Z,2,13.46,67.56,5,2.45,0.56,NA,NA,NA,NA,NA,NA,25,172,1-early
2021_NH_CARM2_CARM2_4,2021,NH,NH,CARM2,CARM2,4,2021-06-22T00:00:00Z,2,11.58,65.52,5.7,2.07,0.58,NA,NA,NA,NA,NA,NA,25,172,1-early
2021_21N_CARM1_CARM1_4,2021,Highway,21N,CARM1,CARM1,4,2021-06-22T00:00:00Z,2,11.27,65.42,5.8,1.99,0.58,NA,NA,NA,NA,NA,NA,25,172,1-early
2021_19N_TRM_TRM_4,2021,NA,19N,TRM,TRM,4,2021-06-22T00:00:00Z,2,12.03,65.94,5.5,2.52,0.7,NA,NA,NA,NA,NA,NA,25,172,1-early
2021_15E_TRM_Paired TRM2_4,2021,NA,15E,TRM,Paired TRM2,4,2021-06-22T00:00:00Z,2,10.86,65.21,6,1.92,0.54,NA,NA,NA,NA,NA,NA,25,172,1-early
2021_15E_TRM_Anderson GEM_5,2021,NA,15E,TRM,Anderson GEM,5,2021-06-29T00:00:00Z,2,13.63,66.33,4.9,2.09,0.58,"109, 110",NA,NA,NA,NA,NA,26,179,1-early
2021_15E_TRM_Anderson GEM Individual_5,2021,NA,15E,TRM,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,13.58,66,4.9,1.93,0.51,109,NA,NA,NA,NA,NA,26,179,1-early
2021_15E_TRM_Anderson GEM Individual_5,2021,NA,15E,TRM,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,13.65,66.15,4.8,1.58,0.38,110,NA,NA,NA,NA,NA,26,179,1-early
2021_15E_TRM_MARC Individual_5,2021,NA,15E,TRM,MARC Individual,5,2021-06-29T00:00:00Z,2,12.99,67.4,5.2,1.99,0.63,64,NA,NA,NA,NA,NA,26,179,1-early
2021_15E_TRM_MARC Individual_5,2021,NA,15E,TRM,MARC Individual,5,2021-06-29T00:00:00Z,2,13.69,67.58,4.9,2.04,0.65,57,NA,NA,NA,NA,NA,26,179,1-early
2021_15E_TRM_Paired TRM2_5,2021,NA,15E,TRM,Paired TRM2,5,2021-06-29T00:00:00Z,2,12.69,65.55,5.2,1.76,0.52,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_Anderson GEM_5,2021,NA,19N,TRM,Anderson GEM,5,2021-06-29T00:00:00Z,2,13.59,65.74,4.8,2.36,0.82,"83, 90",NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_Anderson GEM Individual_5,2021,NA,19N,TRM,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,12.7,64.99,5.1,2.16,0.7,90,NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_Anderson GEM Individual_5,2021,NA,19N,TRM,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,14.06,65.68,4.7,2.4,0.81,83,NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_MARC Individual_5,2021,NA,19N,TRM,MARC Individual,5,2021-06-29T00:00:00Z,2,11.78,63.51,5.4,2.31,0.65,61,NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_MARC Individual_5,2021,NA,19N,TRM,MARC Individual,5,2021-06-29T00:00:00Z,2,12.68,65.04,5.1,2.12,0.77,52,NA,NA,NA,NA,NA,26,179,1-early
2021_19N_TRM_TRM_5,2021,NA,19N,TRM,TRM,5,2021-06-29T00:00:00Z,2,12.58,64.31,5.1,2.47,0.75,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_Anderson GEM_5,2021,Highway,21N,CARM1,Anderson GEM,5,2021-06-29T00:00:00Z,2,12.27,64.7,5.3,1.75,0.49,"104, 94",NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_Anderson GEM Individual_5,2021,Highway,21N,CARM1,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,13.67,65.09,4.8,1.95,0.56,94,NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_Anderson GEM Individual_5,2021,Highway,21N,CARM1,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,12.19,63.95,5.2,1.85,0.47,104,NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_CARM1_5,2021,Highway,21N,CARM1,CARM1,5,2021-06-29T00:00:00Z,2,12.48,64.61,5.2,1.85,0.61,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_MARC Individual_5,2021,Highway,21N,CARM1,MARC Individual,5,2021-06-29T00:00:00Z,2,11.91,63.79,5.4,1.78,0.65,80,NA,NA,NA,NA,NA,26,179,1-early
2021_21N_CARM1_MARC Individual_5,2021,Highway,21N,CARM1,MARC Individual,5,2021-06-29T00:00:00Z,2,13.87,65.68,4.7,2.28,0.72,60,NA,NA,NA,NA,NA,26,179,1-early
2021_24W_TRM_Paired TRM1_5,2021,NA,24W,TRM,Paired TRM1,5,2021-06-29T00:00:00Z,2,13.23,65.66,5,1.86,0.54,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_Anderson GEM_5,2021,NH,NH,CARM2,Anderson GEM,5,2021-06-29T00:00:00Z,2,13.07,64.52,4.9,1.9,0.53,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_Anderson GEM Individual_5,2021,NH,NH,CARM2,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,12.86,64.54,5,1.95,0.66,117,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_Anderson GEM Individual_5,2021,NH,NH,CARM2,Anderson GEM Individual,5,2021-06-29T00:00:00Z,2,12.51,63.17,5,1.84,0.59,113,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_CARM2_5,2021,NH,NH,CARM2,CARM2,5,2021-06-29T00:00:00Z,2,12.59,64.05,5.1,1.96,0.58,NA,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_MARC Individual_5,2021,NH,NH,CARM2,MARC Individual,5,2021-06-29T00:00:00Z,2,14.65,65.1,4.4,2.46,0.82,54,NA,NA,NA,NA,NA,26,179,1-early
2021_NH_CARM2_MARC Individual_5,2021,NH,NH,CARM2,MARC Individual,5,2021-06-29T00:00:00Z,2,12.5,63.1,5,1.63,0.76,70,NA,NA,NA,NA,NA,26,179,1-early
2021_24W_TRM_Paired TRM1_6,2021,NA,24W,TRM,Paired TRM1,6,2021-07-06T00:00:00Z,2,12.37,64.97,5.3,1.98,0.45,NA,NA,NA,NA,NA,NA,27,186,1-early
2021_19N_TRM_TRM_6,2021,NA,19N,TRM,TRM,6,2021-07-06T00:00:00Z,2,12.59,64.59,5.1,2.38,0.61,NA,NA,NA,NA,NA,NA,27,186,1-early
2021_21N_CARM1_CARM1_6,2021,Highway,21N,CARM1,CARM1,6,2021-07-06T00:00:00Z,2,11.84,63.74,5.4,1.64,0.43,NA,NA,NA,NA,NA,NA,27,186,1-early
2021_NH_CARM2_CARM2_6,2021,NH,NH,CARM2,CARM2,6,2021-07-06T00:00:00Z,2,11.22,63.49,5.7,1.67,0.4,NA,NA,NA,NA,NA,NA,27,186,1-early
2021_15E_TRM_Paired TRM2_6,2021,NA,15E,TRM,Paired TRM2,6,2021-07-06T00:00:00Z,2,12.67,65.38,5.2,1.63,0.39,NA,NA,NA,NA,NA,NA,27,186,1-early
2021_21N_CARM1_Anderson GEM_7,2021,Highway,21N,CARM1,Anderson GEM,7,2021-07-13T00:00:00Z,2,11.85,63,5.3,1.72,0.4,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_Anderson GEM Individual_7,2021,Highway,21N,CARM1,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,11.68,62.75,5.4,1.77,0.41,102,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_Anderson GEM Individual_7,2021,Highway,21N,CARM1,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,10.99,61.81,5.6,1.43,0.28,85,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_MARC Individual_7,2021,Highway,21N,CARM1,MARC Individual,7,2021-07-13T00:00:00Z,2,11.34,62.3,5.5,1.97,0.59,75,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_MARC Individual_7,2021,Highway,21N,CARM1,MARC Individual,7,2021-07-13T00:00:00Z,2,11.24,62.94,5.6,1.68,0.55,49,NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_Anderson GEM_7,2021,NH,NH,CARM2,Anderson GEM,7,2021-07-13T00:00:00Z,2,11.77,64.22,5.5,1.45,0.33,"103, 101",NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_Anderson GEM Individual_7,2021,NH,NH,CARM2,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,12.6,63.42,5,1.56,0.34,103,NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_Anderson GEM Individual_7,2021,NH,NH,CARM2,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,11.24,62.29,5.5,1.31,0.34,101,NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_MARC Individual_7,2021,NH,NH,CARM2,MARC Individual,7,2021-07-13T00:00:00Z,2,13.49,63.62,4.7,2.29,0.55,44,NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_MARC Individual_7,2021,NH,NH,CARM2,MARC Individual,7,2021-07-13T00:00:00Z,2,12.26,63.28,5.2,1.63,0.46,unknown,NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_Anderson GEM_7,2021,NA,15E,TRM,Anderson GEM,7,2021-07-13T00:00:00Z,2,13.06,64.48,4.9,1.66,0.37,"109, 110",NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_Anderson GEM Individual_7,2021,NA,15E,TRM,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,13.16,65.83,5,1.83,0.43,109,NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_Anderson GEM Individual_7,2021,NA,15E,TRM,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,12.23,64.65,5.3,1.65,0.34,110,NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_MARC Individual_7,2021,NA,15E,TRM,MARC Individual,7,2021-07-13T00:00:00Z,2,11.46,65.02,5.7,1.63,0.38,57,NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_MARC Individual_7,2021,NA,15E,TRM,MARC Individual,7,2021-07-13T00:00:00Z,2,13.12,65.54,5,2.04,0.51,64,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_Anderson GEM_7,2021,NA,19N,TRM,Anderson GEM,7,2021-07-13T00:00:00Z,2,11.07,63.94,5.8,2.23,0.57,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_Anderson GEM Individual_7,2021,NA,19N,TRM,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,10.72,62.73,5.9,2.36,0.62,90,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_Anderson GEM Individual_7,2021,NA,19N,TRM,Anderson GEM Individual,7,2021-07-13T00:00:00Z,2,11.29,64.37,5.7,1.9,0.46,83,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_MARC Individual_7,2021,NA,19N,TRM,MARC Individual,7,2021-07-13T00:00:00Z,2,10.66,64.19,6,2.01,0.49,61,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_MARC Individual_7,2021,NA,19N,TRM,MARC Individual,7,2021-07-13T00:00:00Z,2,11.81,63.74,5.4,2.23,0.56,52,NA,NA,NA,NA,NA,28,193,2-middle
2021_NH_CARM2_CARM2_7,2021,NH,NH,CARM2,CARM2,7,2021-07-13T00:00:00Z,2,10.96,62.47,5.7,1.68,0.31,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_15E_TRM_Paired TRM2_7,2021,NA,15E,TRM,Paired TRM2,7,2021-07-13T00:00:00Z,2,11.83,63.91,5.4,1.63,0.31,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_24W_TRM_Paired TRM1_7,2021,NA,24W,TRM,Paired TRM1,7,2021-07-13T00:00:00Z,2,11.54,64.62,5.6,1.81,0.42,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_CARM1_7,2021,Highway,21N,CARM1,CARM1,7,2021-07-13T00:00:00Z,2,11,60.9,5.5,1.76,0.34,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_19N_TRM_TRM_7,2021,NA,19N,TRM,TRM,7,2021-07-13T00:00:00Z,2,9.75,63.45,6.5,2.13,0.58,NA,NA,NA,NA,NA,NA,28,193,2-middle
2021_21N_CARM1_CARM1_8,2021,Highway,21N,CARM1,CARM1,8,2021-07-20T00:00:00Z,2,9.69,61.82,6.4,1.62,0.35,NA,NA,NA,NA,NA,NA,29,200,2-middle
2021_NH_CARM2_CARM2_8,2021,NH,NH,CARM2,CARM2,8,2021-07-20T00:00:00Z,2,10.29,61.98,6,1.66,0.39,NA,NA,NA,NA,NA,NA,29,200,2-middle
2021_15E_TRM_Paired TRM2_8,2021,NA,15E,TRM,Paired TRM2,8,2021-07-20T00:00:00Z,2,11.04,63.93,5.8,1.41,0.32,NA,NA,NA,NA,NA,NA,29,200,2-middle
2021_24W_TRM_Paired TRM1_8,2021,NA,24W,TRM,Paired TRM1,8,2021-07-20T00:00:00Z,2,10.52,63.96,6.1,1.53,0.36,NA,NA,NA,NA,NA,NA,29,200,2-middle
2021_19N_TRM_TRM_8,2021,NA,19N,TRM,TRM,8,2021-07-20T00:00:00Z,2,9.52,62.69,6.6,1.98,0.53,NA,NA,NA,NA,NA,NA,29,200,2-middle
2021_21N_CARM1_CARM1_9,2021,Highway,21N,CARM1,CARM1,9,2021-07-27T00:00:00Z,2,8.06,61.14,7.6,1.58,0.33,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_24W_TRM_Paired TRM1_9,2021,NA,24W,TRM,Paired TRM1,9,2021-07-27T00:00:00Z,2,10.16,64.36,6.3,1.66,0.35,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_25SE_TRM_Paired TRM2_9,2021,NA,25SE,TRM,Paired TRM2,9,2021-07-27T00:00:00Z,3,9.15,62.64,6.8,1.67,0.37,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_CARM2_9,2021,Crossroads,25NW,CARM2,CARM2,9,2021-07-27T00:00:00Z,3,9.21,61.87,6.7,1.6,0.49,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_15E_TRM_TRM_9,2021,NA,15E,TRM,TRM,9,2021-07-27T00:00:00Z,2&3,9.76,62.6,6.4,1.94,0.37,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_TRM_9,2021,NA,19N,TRM,TRM,9,2021-07-27T00:00:00Z,2&3,9.15,61.16,6.7,1.98,0.43,NA,NA,NA,NA,NA,NA,30,207,2-middle
2021_19N_TRM_MARC Individual_9,2021,NA,19N,TRM,MARC Individual,9,2021-07-27T00:00:00Z,2&3,10.66,63.25,5.9,2.16,0.51,61,NA,NA,NA,NA,NA,30,207,2-middle
2021_21N_CARM1_MARC Individual_9,2021,Highway,21N,CARM1,MARC Individual,9,2021-07-27T00:00:00Z,2,9.23,63.27,6.9,1.62,0.36,unknown,NA,NA,NA,NA,NA,30,207,2-middle
2021_21N_CARM1_MARC Individual_9,2021,Highway,21N,CARM1,MARC Individual,9,2021-07-27T00:00:00Z,2,8.87,61.18,6.9,1.76,0.42,74,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_Anderson GEM Individual_9,2021,Crossroads,25NW,CARM2,Anderson GEM Individual,9,2021-07-27T00:00:00Z,3,8.38,59.49,7.1,1.74,0.35,82,NA,NA,NA,NA,NA,30,207,2-middle
2021_25NW_CARM2_Anderson GEM_9,2021,Crossroads,25NW,CARM2,Anderson GEM,9,2021-07-27T00:00:00Z,3,7.5,59.13,7.9,1.71,0.34,NA,NA,NA,NA,NA,NA,30,207,2-middle
